sample,snr,signal
0.10675606593588438,9,"[-1. -1. -1.  1.  1. -1.  1. -1. -1. -1. -1.  1. -1. -1.  1.  1.  1.  1.
  1.  1.  1. -1. -1.  1.  1.  1. -1.  1. -1.  1.  1. -1. -1. -1.  1. -1.
 -1.  1. -1.  1. -1. -1.  1.  1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.
 -1. -1.  1.  1. -1.  1.]"
0.3356600647969632,16,"[ 1. -1. -1.  1.  1. -1. -1.  1. -1.  1. -1.  1. -1.  1.  1. -1.  1. -1.
  1.  1. -1.  1. -1. -1.  1.  1.  1.  1. -1.  1. -1.  1.  1. -1. -1. -1.
  1. -1. -1.  1. -1.  1.  1.  1.  1. -1.  1.  1.  1.  1. -1. -1. -1.  1.
 -1.  1.  1. -1.  1.  1.]"
0.16967990389556553,2,"[ 1. -1. -1.  1. -1.  1. -1. -1.  1. -1.  1. -1.  1.  1. -1.  1. -1. -1.
 -1. -1.  1. -1. -1.  1. -1.  1.  1. -1. -1.  1. -1.  1. -1.  1.  1. -1.
 -1. -1. -1. -1.  1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.
  1. -1. -1.  1.  1. -1.]"
0.6468483616687238,18,"[-1.  1. -1. -1. -1.  1.  1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1.  1.
 -1.  1. -1.  1.  1. -1. -1.  1.  1. -1.  1.  1. -1.  1. -1. -1. -1.  1.
 -1. -1. -1. -1.  1.  1. -1.  1.  1. -1.  1.  1.  1.  1. -1.  1.  1. -1.
  1. -1. -1.  1. -1. -1.]"
0.3882683839898722,-6,"[-1.  1.  1. -1. -1. -1. -1.  1. -1. -1.  1. -1. -1.  1. -1. -1.  1. -1.
  1.  1. -1.  1. -1.  1.  1.  1. -1.  1. -1. -1.  1. -1. -1. -1.  1. -1.
  1.  1.  1. -1. -1. -1.  1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1.  1.
 -1.  1. -1. -1. -1.  1.]"
0.22939474570494967,8,"[-1.  1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1.  1.  1.  1. -1.  1. -1.
  1. -1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1.  1. -1.  1.  1.  1.  1.
  1. -1. -1.  1. -1.  1. -1. -1. -1.  1.  1.  1. -1. -1.  1. -1.  1. -1.
 -1.  1.  1. -1. -1.  1.]"
0.26593792496423896,15,"[ 1.  1. -1.  1. -1.  1. -1.  1. -1. -1. -1.  1. -1. -1. -1.  1. -1.  1.
 -1. -1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.
 -1.  1. -1. -1.  1. -1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.
 -1.  1. -1. -1.  1. -1.]"
0.36034509520526825,-8,"[ 1. -1.  1.  1. -1.  1. -1.  1. -1. -1.  1.  1. -1. -1. -1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1. -1. -1.  1.  1. -1.  1. -1.  1. -1. -1. -1. -1.
 -1.  1.  1. -1.  1. -1.  1.  1.  1. -1. -1. -1.  1.  1. -1.  1. -1.  1.
  1. -1. -1.  1.  1. -1.]"
0.2599498628542627,11,"[ 1.  1. -1. -1.  1.  1.  1. -1. -1.  1.  1. -1. -1.  1.  1. -1. -1. -1.
 -1. -1.  1.  1. -1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1.  1. -1. -1.
 -1.  1. -1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1. -1. -1.  1.  1.  1.
 -1.  1.  1. -1.  1. -1.]"
0.45324084682883103,-14,"[-1. -1.  1.  1. -1. -1.  1. -1.  1.  1. -1.  1. -1. -1. -1. -1.  1. -1.
  1. -1. -1.  1.  1. -1.  1.  1. -1. -1.  1. -1.  1. -1. -1.  1. -1.  1.
  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1. -1.  1. -1.
 -1.  1. -1. -1.  1.  1.]"
0.032315951109650465,1,"[ 1.  1. -1. -1.  1. -1. -1. -1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.
  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1. -1. -1.  1. -1. -1.  1.  1.
 -1.  1. -1.  1. -1.  1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.
 -1. -1.  1.  1.  1.  1.]"
0.2797635071689457,7,"[-1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
 -1.  1.  1. -1. -1.  1. -1. -1. -1. -1. -1.  1.  1. -1.  1. -1.  1. -1.
  1.  1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1. -1.  1.  1.  1.
  1.  1. -1. -1.  1. -1.]"
0.41120672087218624,-19,"[-1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.
  1.  1.  1. -1.  1. -1. -1.  1. -1.  1.  1. -1. -1.  1.  1. -1. -1.  1.
  1. -1.  1. -1. -1. -1.  1.  1. -1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
  1. -1. -1.  1.  1.  1.]"
0.6027818820232985,-15,"[-1. -1.  1. -1.  1. -1.  1. -1.  1.  1.  1. -1.  1.  1.  1. -1.  1. -1.
  1.  1. -1. -1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
  1. -1.  1.  1. -1.  1. -1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1.
  1. -1.  1.  1. -1.  1.]"
0.2709576425151299,7,"[-1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
 -1.  1.  1. -1. -1.  1. -1. -1. -1. -1. -1.  1.  1. -1.  1. -1.  1. -1.
  1.  1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1. -1.  1.  1.  1.
  1.  1. -1. -1.  1. -1.]"
0.1331851252237497,7,"[-1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
 -1.  1.  1. -1. -1.  1. -1. -1. -1. -1. -1.  1.  1. -1.  1. -1.  1. -1.
  1.  1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1. -1.  1.  1.  1.
  1.  1. -1. -1.  1. -1.]"
0.07620037959916315,-1,"[-1. -1.  1.  1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1. -1. -1. -1.
 -1. -1. -1. -1. -1.  1. -1. -1. -1.  1. -1.  1.  1. -1.  1.  1. -1. -1.
  1. -1.  1. -1.  1. -1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.
  1.  1. -1. -1. -1. -1.]"
0.9405318271353834,9,"[-1. -1. -1.  1.  1. -1.  1. -1. -1. -1. -1.  1. -1. -1.  1.  1.  1.  1.
  1.  1.  1. -1. -1.  1.  1.  1. -1.  1. -1.  1.  1. -1. -1. -1.  1. -1.
 -1.  1. -1.  1. -1. -1.  1.  1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.
 -1. -1.  1.  1. -1.  1.]"
0.4166390577384792,-10,"[-1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1. -1.  1. -1.  1. -1.  1.  1.
  1.  1. -1.  1. -1. -1.  1. -1.  1. -1. -1.  1. -1.  1.  1.  1.  1. -1.
  1.  1.  1.  1. -1.  1. -1.  1.  1. -1. -1. -1.  1.  1. -1. -1. -1.  1.
 -1.  1.  1. -1. -1.  1.]"
0.5811626211808263,7,"[-1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
 -1.  1.  1. -1. -1.  1. -1. -1. -1. -1. -1.  1.  1. -1.  1. -1.  1. -1.
  1.  1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1. -1.  1.  1.  1.
  1.  1. -1. -1.  1. -1.]"
0.9191765518355596,4,"[-1.  1. -1. -1. -1. -1. -1. -1.  1. -1.  1.  1. -1. -1. -1. -1.  1.  1.
  1. -1.  1.  1. -1.  1.  1. -1.  1. -1. -1.  1. -1.  1. -1.  1. -1. -1.
  1. -1. -1. -1. -1. -1.  1.  1.  1.  1. -1.  1.  1. -1.  1. -1. -1.  1.
 -1.  1. -1. -1. -1.  1.]"
0.08274842003530614,18,"[-1.  1. -1. -1. -1.  1.  1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1.  1.
 -1.  1. -1.  1.  1. -1. -1.  1.  1. -1.  1.  1. -1.  1. -1. -1. -1.  1.
 -1. -1. -1. -1.  1.  1. -1.  1.  1. -1.  1.  1.  1.  1. -1.  1.  1. -1.
  1. -1. -1.  1. -1. -1.]"
0.8766614859257927,12,"[-1. -1. -1.  1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1. -1.  1.  1.
  1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1. -1.
  1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1.  1.
 -1.  1. -1. -1.  1.  1.]"
0.55158787254407,-20,"[-1.  1.  1.  1.  1.  1. -1. -1. -1.  1. -1.  1. -1.  1.  1.  1. -1. -1.
 -1. -1.  1.  1. -1. -1. -1.  1.  1.  1. -1.  1. -1.  1.  1. -1. -1. -1.
  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1. -1.  1.  1.  1.  1. -1.  1.
  1. -1.  1.  1. -1. -1.]"
0.16483426113700095,6,"[ 1. -1. -1.  1.  1.  1.  1. -1.  1.  1. -1.  1.  1. -1.  1.  1. -1.  1.
 -1. -1.  1. -1.  1. -1. -1. -1.  1. -1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1. -1. -1.  1.  1.  1. -1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1.
  1. -1.  1.  1.  1. -1.]"
0.41125511658536906,-8,"[ 1. -1.  1.  1. -1.  1. -1.  1. -1. -1.  1.  1. -1. -1. -1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1. -1. -1.  1.  1. -1.  1. -1.  1. -1. -1. -1. -1.
 -1.  1.  1. -1.  1. -1.  1.  1.  1. -1. -1. -1.  1.  1. -1.  1. -1.  1.
  1. -1. -1.  1.  1. -1.]"
0.7776022837352256,20,"[ 1. -1. -1. -1. -1. -1.  1.  1.  1. -1.  1. -1.  1. -1. -1. -1.  1.  1.
  1.  1. -1. -1.  1.  1.  1. -1. -1. -1.  1. -1.  1. -1. -1.  1.  1.  1.
 -1. -1. -1. -1. -1. -1. -1.  1.  1. -1. -1.  1. -1. -1. -1. -1.  1. -1.
 -1.  1. -1. -1.  1.  1.]"
0.48037008186635466,-18,"[ 1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1. -1.  1.  1. -1.  1. -1.
  1. -1.  1. -1. -1.  1.  1. -1. -1.  1. -1. -1.  1. -1.  1.  1.  1. -1.
  1.  1.  1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1.  1. -1. -1.  1.
 -1.  1.  1. -1.  1.  1.]"
0.9852860506655043,18,"[-1.  1. -1. -1. -1.  1.  1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1.  1.
 -1.  1. -1.  1.  1. -1. -1.  1.  1. -1.  1.  1. -1.  1. -1. -1. -1.  1.
 -1. -1. -1. -1.  1.  1. -1.  1.  1. -1.  1.  1.  1.  1. -1.  1.  1. -1.
  1. -1. -1.  1. -1. -1.]"
0.37673896993794076,-15,"[-1. -1.  1. -1.  1. -1.  1. -1.  1.  1.  1. -1.  1.  1.  1. -1.  1. -1.
  1.  1. -1. -1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
  1. -1.  1.  1. -1.  1. -1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1.
  1. -1.  1.  1. -1.  1.]"
0.7495782999760721,-13,"[ 1.  1.  1. -1.  1.  1.  1. -1.  1. -1. -1. -1. -1. -1. -1.  1. -1.  1.
 -1.  1. -1.  1. -1.  1.  1.  1.  1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
 -1. -1.  1.  1.  1. -1.  1. -1.  1. -1.  1. -1.  1.  1.  1.  1.  1.  1.
 -1.  1.  1. -1.  1. -1.]"
0.3929894489788591,6,"[ 1. -1. -1.  1.  1.  1.  1. -1.  1.  1. -1.  1.  1. -1.  1.  1. -1.  1.
 -1. -1.  1. -1.  1. -1. -1. -1.  1. -1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1. -1. -1.  1.  1.  1. -1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1.
  1. -1.  1.  1.  1. -1.]"
0.8291642207065144,-12,"[ 1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1. -1. -1.
 -1. -1. -1. -1.  1. -1. -1.  1.  1. -1.  1.  1. -1.  1.  1.  1.  1.  1.
 -1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1. -1.  1.  1. -1.
  1. -1.  1.  1. -1. -1.]"
0.5690814691657476,16,"[ 1. -1. -1.  1.  1. -1. -1.  1. -1.  1. -1.  1. -1.  1.  1. -1.  1. -1.
  1.  1. -1.  1. -1. -1.  1.  1.  1.  1. -1.  1. -1.  1.  1. -1. -1. -1.
  1. -1. -1.  1. -1.  1.  1.  1.  1. -1.  1.  1.  1.  1. -1. -1. -1.  1.
 -1.  1.  1. -1.  1.  1.]"
0.06351182959000135,12,"[-1. -1. -1.  1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1. -1.  1.  1.
  1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1. -1.
  1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1.  1.
 -1.  1. -1. -1.  1.  1.]"
0.03682186763599138,3,"[-1. -1. -1.  1.  1.  1. -1. -1.  1.  1.  1.  1. -1. -1.  1. -1. -1.  1.
 -1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1. -1. -1.  1. -1. -1.  1.  1.
  1.  1. -1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1.  1. -1. -1.
  1.  1.  1. -1. -1. -1.]"
0.1338521188006332,-6,"[-1.  1.  1. -1. -1. -1. -1.  1. -1. -1.  1. -1. -1.  1. -1. -1.  1. -1.
  1.  1. -1.  1. -1.  1.  1.  1. -1.  1. -1. -1.  1. -1. -1. -1.  1. -1.
  1.  1.  1. -1. -1. -1.  1. -1. -1. -1.  1. -1. -1. -1. -1. -1. -1.  1.
 -1.  1. -1. -1. -1.  1.]"
0.013671964826997285,11,"[ 1.  1. -1. -1.  1.  1.  1. -1. -1.  1.  1. -1. -1.  1.  1. -1. -1. -1.
 -1. -1.  1.  1. -1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1.  1. -1. -1.
 -1.  1. -1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1. -1. -1.  1.  1.  1.
 -1.  1.  1. -1.  1. -1.]"
0.07535906035246231,11,"[ 1.  1. -1. -1.  1.  1.  1. -1. -1.  1.  1. -1. -1.  1.  1. -1. -1. -1.
 -1. -1.  1.  1. -1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1.  1. -1. -1.
 -1.  1. -1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1. -1. -1.  1.  1.  1.
 -1.  1.  1. -1.  1. -1.]"
0.691714397168912,3,"[-1. -1. -1.  1.  1.  1. -1. -1.  1.  1.  1.  1. -1. -1.  1. -1. -1.  1.
 -1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1. -1. -1.  1. -1. -1.  1.  1.
  1.  1. -1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1.  1. -1. -1.
  1.  1.  1. -1. -1. -1.]"
0.5343462750294631,20,"[ 1. -1. -1. -1. -1. -1.  1.  1.  1. -1.  1. -1.  1. -1. -1. -1.  1.  1.
  1.  1. -1. -1.  1.  1.  1. -1. -1. -1.  1. -1.  1. -1. -1.  1.  1.  1.
 -1. -1. -1. -1. -1. -1. -1.  1.  1. -1. -1.  1. -1. -1. -1. -1.  1. -1.
 -1.  1. -1. -1.  1.  1.]"
0.7499107494699718,-9,"[ 1.  1.  1. -1. -1.  1. -1.  1.  1.  1.  1. -1.  1.  1. -1. -1. -1. -1.
 -1. -1. -1.  1.  1. -1. -1. -1.  1. -1.  1. -1. -1.  1.  1.  1. -1.  1.
  1. -1.  1. -1.  1.  1. -1. -1.  1. -1. -1. -1.  1. -1.  1.  1. -1. -1.
  1.  1. -1. -1.  1. -1.]"
0.9131657522576428,18,"[-1.  1. -1. -1. -1.  1.  1.  1.  1.  1. -1.  1.  1. -1. -1.  1. -1.  1.
 -1.  1. -1.  1.  1. -1. -1.  1.  1. -1.  1.  1. -1.  1. -1. -1. -1.  1.
 -1. -1. -1. -1.  1.  1. -1.  1.  1. -1.  1.  1.  1.  1. -1.  1.  1. -1.
  1. -1. -1.  1. -1. -1.]"
0.585149532325472,-19,"[-1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.
  1.  1.  1. -1.  1. -1. -1.  1. -1.  1.  1. -1. -1.  1.  1. -1. -1.  1.
  1. -1.  1. -1. -1. -1.  1.  1. -1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
  1. -1. -1.  1.  1.  1.]"
0.7261208440718481,-18,"[ 1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1. -1.  1.  1. -1.  1. -1.
  1. -1.  1. -1. -1.  1.  1. -1. -1.  1. -1. -1.  1. -1.  1.  1.  1. -1.
  1.  1.  1.  1. -1. -1.  1. -1. -1.  1. -1. -1. -1. -1.  1. -1. -1.  1.
 -1.  1.  1. -1.  1.  1.]"
0.7570812020424559,16,"[ 1. -1. -1.  1.  1. -1. -1.  1. -1.  1. -1.  1. -1.  1.  1. -1.  1. -1.
  1.  1. -1.  1. -1. -1.  1.  1.  1.  1. -1.  1. -1.  1.  1. -1. -1. -1.
  1. -1. -1.  1. -1.  1.  1.  1.  1. -1.  1.  1.  1.  1. -1. -1. -1.  1.
 -1.  1.  1. -1.  1.  1.]"
0.37785054927578643,-4,"[ 1. -1.  1.  1.  1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1. -1. -1.
 -1.  1. -1. -1.  1. -1. -1.  1. -1.  1.  1. -1.  1. -1.  1. -1.  1.  1.
 -1.  1.  1.  1.  1.  1. -1. -1. -1. -1.  1. -1. -1.  1. -1.  1.  1. -1.
  1. -1.  1.  1.  1. -1.]"
0.24108483232963185,-19,"[-1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.
  1.  1.  1. -1.  1. -1. -1.  1. -1.  1.  1. -1. -1.  1.  1. -1. -1.  1.
  1. -1.  1. -1. -1. -1.  1.  1. -1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
  1. -1. -1.  1.  1.  1.]"
0.2050453285065249,-19,"[-1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.
  1.  1.  1. -1.  1. -1. -1.  1. -1.  1.  1. -1. -1.  1.  1. -1. -1.  1.
  1. -1.  1. -1. -1. -1.  1.  1. -1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
  1. -1. -1.  1.  1.  1.]"
0.25144243951179845,7,"[-1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
 -1.  1.  1. -1. -1.  1. -1. -1. -1. -1. -1.  1.  1. -1.  1. -1.  1. -1.
  1.  1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1. -1.  1.  1.  1.
  1.  1. -1. -1.  1. -1.]"
